trade_date,market_type,futures_code,futures_name,current_price,open_price,high_price,low_price,previous_close,change_value,change_rate,accumulated_volume,accumulated_trading_value,open_interest,open_interest_change,theoretical_price,spot_reference_price,basis,market_basis,remaining_days,kospi_index_value,kospi200_index_value,token_source,source,source_url,collected_at,raw_hash,base_time,base_time_source,source_time,market_session,target_slot,generated_at,actual_kst_time,schedule_lag_minutes
2026-05-15,KOSPI200_INDEX_FUTURES,A01606,F 202606,1180.55,1244.5,1256.4,1180.1,1245.5,-64.95,-5.21,120631,36723524313,194838,2301,1181.16,1245.5,2.13,1.52,28,7591.82,1179.03,supabase_cache,KIS,https://openapi.koreainvestment.com:9443/uapi/domestic-futureoption/v1/quotations/inquire-price,2026-05-15T13:34:07.010940+09:00,e074dcbf18e1a92633a63c5dbe6269e8d08288da1af38e67ec64d3678fd6f64e,13:34,collected_at_fallback,13:34,REGULAR,1330,2026-05-15T13:34:07.010940+09:00,13:34,4
