trade_date,market_type,futures_code,futures_name,current_price,open_price,high_price,low_price,previous_close,change_value,change_rate,accumulated_volume,accumulated_trading_value,open_interest,open_interest_change,theoretical_price,spot_reference_price,basis,market_basis,remaining_days,kospi_index_value,kospi200_index_value,token_source,source,source_url,collected_at,raw_hash,base_time,base_time_source,source_time,market_session,target_slot,generated_at,actual_kst_time,schedule_lag_minutes
2026-05-15,KOSPI200_INDEX_FUTURES,A01606,F 202606,1221.7,1244.5,1256.4,1221.5,1245.5,-23.8,-1.91,53070,16463582738,193127,590,1222.71,1245.5,2.21,1.2,28,7842.27,1221.01,supabase_cache,KIS,https://openapi.koreainvestment.com:9443/uapi/domestic-futureoption/v1/quotations/inquire-price,2026-05-15T10:49:22.541888+09:00,9a57c4f3f09e6fa0ce22bcdd29626d80aba7199b87c0a71ed8a6ae8159167e06,10:49,collected_at_fallback,10:49,REGULAR,1030,2026-05-15T10:49:22.541888+09:00,10:49,19
