trade_date,target_slot,generated_at,actual_kst_time,schedule_lag_minutes,base_time,base_time_source,source_time,market_session,category,foreigner_net_buy,individual_net_buy,institution_net_buy,unit,source,source_url,collected_at,raw_hash
2026-05-15,1030,2026-05-15T10:49:22.541888+09:00,10:49,19,10:49,collected_at_fallback,10:49,REGULAR,KOSPI,-16267,15859,-192,억원,KBSEC,https://m.kbsec.com/go.able?linkcd=m05040000,2026-05-15T10:49:22.541888+09:00,562902cddf14f9823e11bd1745cfea1337b8cbb985cd75bf1a06e1071cefb739
2026-05-15,1030,2026-05-15T10:49:22.541888+09:00,10:49,19,10:49,collected_at_fallback,10:49,REGULAR,KOSDAQ,498,-140,45,억원,KBSEC,https://m.kbsec.com/go.able?linkcd=m05040000,2026-05-15T10:49:22.541888+09:00,562902cddf14f9823e11bd1745cfea1337b8cbb985cd75bf1a06e1071cefb739
2026-05-15,1030,2026-05-15T10:49:22.541888+09:00,10:49,19,10:49,collected_at_fallback,10:49,REGULAR,KOSPI200_FUTURES,-2291,-1962,4681,억원,KBSEC,https://m.kbsec.com/go.able?linkcd=m05040000,2026-05-15T10:49:22.541888+09:00,562902cddf14f9823e11bd1745cfea1337b8cbb985cd75bf1a06e1071cefb739
2026-05-15,1030,2026-05-15T10:49:22.541888+09:00,10:49,19,10:49,collected_at_fallback,10:49,REGULAR,KOSPI200_CALL_OPTIONS,-144,92,53,억원,KBSEC,https://m.kbsec.com/go.able?linkcd=m05040000,2026-05-15T10:49:22.541888+09:00,562902cddf14f9823e11bd1745cfea1337b8cbb985cd75bf1a06e1071cefb739
2026-05-15,1030,2026-05-15T10:49:22.541888+09:00,10:49,19,10:49,collected_at_fallback,10:49,REGULAR,KOSPI200_PUT_OPTIONS,12,-10,-1,억원,KBSEC,https://m.kbsec.com/go.able?linkcd=m05040000,2026-05-15T10:49:22.541888+09:00,562902cddf14f9823e11bd1745cfea1337b8cbb985cd75bf1a06e1071cefb739
2026-05-15,1030,2026-05-15T10:49:22.541888+09:00,10:49,19,10:49,collected_at_fallback,10:49,REGULAR,MINI_FUTURES,-746,835,-31,억원,KBSEC,https://m.kbsec.com/go.able?linkcd=m05040000,2026-05-15T10:49:22.541888+09:00,562902cddf14f9823e11bd1745cfea1337b8cbb985cd75bf1a06e1071cefb739
2026-05-15,1030,2026-05-15T10:49:22.541888+09:00,10:49,19,10:49,collected_at_fallback,10:49,REGULAR,MINI_CALL_OPTIONS,-1,3,-2,억원,KBSEC,https://m.kbsec.com/go.able?linkcd=m05040000,2026-05-15T10:49:22.541888+09:00,562902cddf14f9823e11bd1745cfea1337b8cbb985cd75bf1a06e1071cefb739
2026-05-15,1030,2026-05-15T10:49:22.541888+09:00,10:49,19,10:49,collected_at_fallback,10:49,REGULAR,MINI_PUT_OPTIONS,6,0,-6,억원,KBSEC,https://m.kbsec.com/go.able?linkcd=m05040000,2026-05-15T10:49:22.541888+09:00,562902cddf14f9823e11bd1745cfea1337b8cbb985cd75bf1a06e1071cefb739
