trade_date,market_type,futures_code,futures_name,current_price,open_price,high_price,low_price,previous_close,change_value,change_rate,accumulated_volume,accumulated_trading_value,open_interest,open_interest_change,theoretical_price,spot_reference_price,basis,market_basis,remaining_days,kospi_index_value,kospi200_index_value,token_source,source,source_url,collected_at,raw_hash,base_time,base_time_source,source_time,market_session,target_slot,generated_at,actual_kst_time,schedule_lag_minutes
2026-05-20,KOSPI200_INDEX_FUTURES,A01606,F 202606,1114.9,1144.7,1148.45,1100,1137,-22.1,-1.94,130931,36666290013,198872,3635,1115.26,1137,1.84,1.48,23,7136.61,1113.78,supabase_cache,KIS,https://openapi.koreainvestment.com:9443/uapi/domestic-futureoption/v1/quotations/inquire-price,2026-05-20T13:43:56.727254+09:00,059d9d278b882591778232c063fa2e3f8c0ab3c3361912ce7c1dd042d6e54ec3,13:43,collected_at_fallback,13:43,REGULAR,1330,2026-05-20T13:43:56.727254+09:00,13:43,13
