trade_date,market_type,futures_code,futures_name,current_price,open_price,high_price,low_price,previous_close,change_value,change_rate,accumulated_volume,accumulated_trading_value,open_interest,open_interest_change,theoretical_price,spot_reference_price,basis,market_basis,remaining_days,kospi_index_value,kospi200_index_value,token_source,source,source_url,collected_at,raw_hash,base_time,base_time_source,source_time,market_session,target_slot,generated_at,actual_kst_time,schedule_lag_minutes
2026-05-18,KOSPI200_INDEX_FUTURES,A01606,F 202606,1173.55,1150,1194.2,1110.6,1172.7,0.85,0.07,144465,41747508238,194499,1480,1173.09,1172.7,2.1,2.56,25,7516.47,1171.69,supabase_cache,KIS,https://openapi.koreainvestment.com:9443/uapi/domestic-futureoption/v1/quotations/inquire-price,2026-05-18T13:49:15.091977+09:00,414a388b7a64e4133c4c55488df1976fcc2d810c2b258fcff09f1309f17d3240,13:49,collected_at_fallback,13:49,REGULAR,1330,2026-05-18T13:49:15.091977+09:00,13:49,19
