trade_date,market_type,futures_code,futures_name,current_price,open_price,high_price,low_price,previous_close,change_value,change_rate,accumulated_volume,accumulated_trading_value,open_interest,open_interest_change,theoretical_price,spot_reference_price,basis,market_basis,remaining_days,kospi_index_value,kospi200_index_value,token_source,source,source_url,collected_at,raw_hash,base_time,base_time_source,source_time,market_session,target_slot,generated_at,actual_kst_time,schedule_lag_minutes
2026-05-19,KOSPI200_INDEX_FUTURES,A01606,F 202606,1126,1160,1161.75,1112.4,1171.95,-45.95,-3.92,122883,34907148288,197140,3828,1126.6,1171.95,1.94,1.34,24,7219.31,1124.6,supabase_cache,KIS,https://openapi.koreainvestment.com:9443/uapi/domestic-futureoption/v1/quotations/inquire-price,2026-05-19T13:39:52.177651+09:00,d941d2d3db24db6e855bd3fe9b1232b3d01dbbe0400da5545af4a035600d61b1,13:39,collected_at_fallback,13:39,REGULAR,1330,2026-05-19T13:39:52.177651+09:00,13:39,9
